,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
770,b'no checking',12.0,b'critical/other existing credit',b'radio/tv',1655.0,b'<100',b'>=7',2.0,b'male single',b'none',4.0,b'real estate',63.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'yes',b'yes',b'good'
771,b'<0',24.0,b'existing paid',b'used car',2812.0,b'no known savings',b'>=7',2.0,b'female div/dep/mar',b'none',4.0,b'real estate',26.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
772,b'<0',36.0,b'critical/other existing credit',b'education',8065.0,b'<100',b'1<=X<4',3.0,b'female div/dep/mar',b'none',2.0,b'no known property',25.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
773,b'no checking',21.0,b'critical/other existing credit',b'used car',3275.0,b'<100',b'>=7',1.0,b'male single',b'none',4.0,b'car',36.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
774,b'no checking',24.0,b'critical/other existing credit',b'radio/tv',2223.0,b'100<=X<500',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',52.0,b'bank',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
775,b'>=200',12.0,b'critical/other existing credit',b'new car',1480.0,b'500<=X<1000',b'unemployed',2.0,b'male single',b'none',4.0,b'no known property',66.0,b'bank',b'for free',3.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'good'
776,b'<0',24.0,b'existing paid',b'new car',1371.0,b'no known savings',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'real estate',25.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
777,b'no checking',36.0,b'critical/other existing credit',b'new car',3535.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',4.0,b'car',37.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
778,b'<0',18.0,b'existing paid',b'radio/tv',3509.0,b'<100',b'4<=X<7',4.0,b'female div/dep/mar',b'guarantor',1.0,b'real estate',25.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
779,b'no checking',36.0,b'critical/other existing credit',b'used car',5711.0,b'>=1000',b'>=7',4.0,b'male single',b'none',2.0,b'car',38.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
780,b'0<=X<200',18.0,b'existing paid',b'repairs',3872.0,b'<100',b'unemployed',2.0,b'female div/dep/mar',b'none',4.0,b'car',67.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
781,b'0<=X<200',39.0,b'critical/other existing credit',b'radio/tv',4933.0,b'<100',b'4<=X<7',2.0,b'male single',b'guarantor',2.0,b'real estate',25.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
782,b'no checking',24.0,b'critical/other existing credit',b'new car',1940.0,b'>=1000',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',60.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
783,b'0<=X<200',12.0,b'no credits/all paid',b'retraining',1410.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'real estate',31.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'yes',b'yes',b'good'
784,b'0<=X<200',12.0,b'existing paid',b'new car',836.0,b'100<=X<500',b'<1',4.0,b'female div/dep/mar',b'none',2.0,b'life insurance',23.0,b'bank',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
785,b'0<=X<200',20.0,b'existing paid',b'used car',6468.0,b'no known savings',b'unemployed',1.0,b'male div/sep',b'none',4.0,b'real estate',60.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
786,b'0<=X<200',18.0,b'existing paid',b'business',1941.0,b'>=1000',b'1<=X<4',4.0,b'male single',b'none',2.0,b'life insurance',35.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'yes',b'yes',b'good'
787,b'no checking',22.0,b'existing paid',b'radio/tv',2675.0,b'500<=X<1000',b'>=7',3.0,b'male single',b'none',4.0,b'car',40.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
788,b'no checking',48.0,b'critical/other existing credit',b'used car',2751.0,b'no known savings',b'>=7',4.0,b'male single',b'none',3.0,b'car',38.0,b'none',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
789,b'0<=X<200',48.0,b'delayed previously',b'education',6224.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',50.0,b'none',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
790,b'<0',40.0,b'critical/other existing credit',b'education',5998.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',3.0,b'no known property',27.0,b'bank',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
791,b'0<=X<200',21.0,b'existing paid',b'business',1188.0,b'<100',b'>=7',2.0,b'female div/dep/mar',b'none',4.0,b'life insurance',39.0,b'none',b'own',1.0,b'skilled',2.0,b'none',b'yes',b'bad'
792,b'no checking',24.0,b'existing paid',b'used car',6313.0,b'no known savings',b'>=7',3.0,b'male single',b'none',4.0,b'car',41.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
793,b'no checking',6.0,b'critical/other existing credit',b'furniture/equipment',1221.0,b'no known savings',b'1<=X<4',1.0,b'male mar/wid',b'none',2.0,b'life insurance',27.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
794,b'>=200',24.0,b'existing paid',b'furniture/equipment',2892.0,b'<100',b'>=7',3.0,b'male div/sep',b'none',4.0,b'no known property',51.0,b'none',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'good'
795,b'no checking',24.0,b'existing paid',b'furniture/equipment',3062.0,b'500<=X<1000',b'>=7',4.0,b'male single',b'none',3.0,b'no known property',32.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
796,b'no checking',9.0,b'existing paid',b'furniture/equipment',2301.0,b'100<=X<500',b'<1',2.0,b'female div/dep/mar',b'none',4.0,b'life insurance',22.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
797,b'<0',18.0,b'existing paid',b'used car',7511.0,b'no known savings',b'>=7',1.0,b'male single',b'none',4.0,b'life insurance',51.0,b'none',b'for free',1.0,b'skilled',2.0,b'yes',b'yes',b'bad'
798,b'no checking',12.0,b'critical/other existing credit',b'furniture/equipment',1258.0,b'<100',b'<1',2.0,b'female div/dep/mar',b'none',4.0,b'life insurance',22.0,b'none',b'rent',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
799,b'no checking',24.0,b'delayed previously',b'new car',717.0,b'no known savings',b'>=7',4.0,b'male mar/wid',b'none',4.0,b'car',54.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
800,b'0<=X<200',9.0,b'existing paid',b'new car',1549.0,b'no known savings',b'<1',4.0,b'male single',b'none',2.0,b'real estate',35.0,b'none',b'own',1.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'good'
801,b'no checking',24.0,b'critical/other existing credit',b'education',1597.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',54.0,b'none',b'for free',2.0,b'skilled',2.0,b'none',b'yes',b'good'
802,b'0<=X<200',18.0,b'critical/other existing credit',b'radio/tv',1795.0,b'<100',b'>=7',3.0,b'female div/dep/mar',b'guarantor',4.0,b'real estate',48.0,b'bank',b'rent',2.0,b'unskilled resident',1.0,b'yes',b'yes',b'good'
803,b'<0',20.0,b'critical/other existing credit',b'furniture/equipment',4272.0,b'<100',b'>=7',1.0,b'female div/dep/mar',b'none',4.0,b'life insurance',24.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
804,b'no checking',12.0,b'critical/other existing credit',b'radio/tv',976.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'car',35.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
805,b'0<=X<200',12.0,b'existing paid',b'new car',7472.0,b'no known savings',b'unemployed',1.0,b'female div/dep/mar',b'none',2.0,b'real estate',24.0,b'none',b'rent',1.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'good'
806,b'<0',36.0,b'existing paid',b'new car',9271.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',1.0,b'car',24.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
807,b'0<=X<200',6.0,b'existing paid',b'radio/tv',590.0,b'<100',b'<1',3.0,b'male mar/wid',b'none',3.0,b'real estate',26.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'no',b'good'
808,b'no checking',12.0,b'critical/other existing credit',b'radio/tv',930.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',65.0,b'none',b'own',4.0,b'skilled',1.0,b'none',b'yes',b'good'
809,b'0<=X<200',42.0,b'all paid',b'used car',9283.0,b'<100',b'unemployed',1.0,b'male single',b'none',2.0,b'no known property',55.0,b'bank',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
810,b'0<=X<200',15.0,b'no credits/all paid',b'new car',1778.0,b'<100',b'<1',2.0,b'female div/dep/mar',b'none',1.0,b'real estate',26.0,b'none',b'rent',2.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'bad'
811,b'0<=X<200',8.0,b'existing paid',b'business',907.0,b'<100',b'<1',3.0,b'male mar/wid',b'none',2.0,b'real estate',26.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
812,b'0<=X<200',6.0,b'existing paid',b'radio/tv',484.0,b'<100',b'4<=X<7',3.0,b'male mar/wid',b'guarantor',3.0,b'real estate',28.0,b'bank',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
813,b'<0',36.0,b'critical/other existing credit',b'used car',9629.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',4.0,b'car',24.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
814,b'<0',48.0,b'existing paid',b'domestic appliance',3051.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',4.0,b'car',54.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
815,b'<0',48.0,b'existing paid',b'new car',3931.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',4.0,b'no known property',46.0,b'none',b'for free',1.0,b'skilled',2.0,b'none',b'yes',b'bad'
816,b'0<=X<200',36.0,b'delayed previously',b'new car',7432.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',2.0,b'life insurance',54.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
817,b'no checking',6.0,b'existing paid',b'domestic appliance',1338.0,b'500<=X<1000',b'1<=X<4',1.0,b'male div/sep',b'none',4.0,b'real estate',62.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
818,b'no checking',6.0,b'critical/other existing credit',b'radio/tv',1554.0,b'<100',b'4<=X<7',1.0,b'female div/dep/mar',b'none',2.0,b'car',24.0,b'none',b'rent',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
819,b'<0',36.0,b'existing paid',b'other',15857.0,b'<100',b'unemployed',2.0,b'male div/sep',b'co applicant',3.0,b'car',43.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'good'
820,b'<0',18.0,b'existing paid',b'radio/tv',1345.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'none',3.0,b'real estate',26.0,b'bank',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
821,b'no checking',12.0,b'existing paid',b'new car',1101.0,b'<100',b'1<=X<4',3.0,b'male mar/wid',b'none',2.0,b'real estate',27.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
822,b'>=200',12.0,b'existing paid',b'radio/tv',3016.0,b'<100',b'1<=X<4',3.0,b'male mar/wid',b'none',1.0,b'car',24.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
823,b'<0',36.0,b'existing paid',b'furniture/equipment',2712.0,b'<100',b'>=7',2.0,b'male single',b'none',2.0,b'life insurance',41.0,b'bank',b'own',1.0,b'skilled',2.0,b'none',b'yes',b'bad'
824,b'<0',8.0,b'critical/other existing credit',b'new car',731.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',47.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
825,b'no checking',18.0,b'critical/other existing credit',b'furniture/equipment',3780.0,b'<100',b'<1',3.0,b'male div/sep',b'none',2.0,b'car',35.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
826,b'<0',21.0,b'critical/other existing credit',b'new car',1602.0,b'<100',b'>=7',4.0,b'male mar/wid',b'none',3.0,b'car',30.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
827,b'<0',18.0,b'critical/other existing credit',b'new car',3966.0,b'<100',b'>=7',1.0,b'female div/dep/mar',b'none',4.0,b'real estate',33.0,b'bank',b'rent',3.0,b'skilled',1.0,b'yes',b'yes',b'bad'
828,b'no checking',18.0,b'no credits/all paid',b'business',4165.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'car',36.0,b'stores',b'own',2.0,b'skilled',2.0,b'none',b'yes',b'bad'
829,b'<0',36.0,b'existing paid',b'used car',8335.0,b'no known savings',b'>=7',3.0,b'male single',b'none',4.0,b'no known property',47.0,b'none',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
830,b'0<=X<200',48.0,b'delayed previously',b'business',6681.0,b'no known savings',b'1<=X<4',4.0,b'male single',b'none',4.0,b'no known property',38.0,b'none',b'for free',1.0,b'skilled',2.0,b'yes',b'yes',b'good'
831,b'no checking',24.0,b'delayed previously',b'business',2375.0,b'500<=X<1000',b'1<=X<4',4.0,b'male single',b'none',2.0,b'car',44.0,b'none',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
832,b'<0',18.0,b'existing paid',b'new car',1216.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',3.0,b'car',23.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
833,b'<0',45.0,b'no credits/all paid',b'business',11816.0,b'<100',b'>=7',2.0,b'male single',b'none',4.0,b'car',29.0,b'none',b'rent',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
834,b'0<=X<200',24.0,b'existing paid',b'radio/tv',5084.0,b'no known savings',b'>=7',2.0,b'female div/dep/mar',b'none',4.0,b'car',42.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
835,b'>=200',15.0,b'existing paid',b'radio/tv',2327.0,b'<100',b'<1',2.0,b'female div/dep/mar',b'none',3.0,b'real estate',25.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
836,b'<0',12.0,b'no credits/all paid',b'new car',1082.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',4.0,b'car',48.0,b'bank',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
837,b'no checking',12.0,b'existing paid',b'radio/tv',886.0,b'no known savings',b'1<=X<4',4.0,b'female div/dep/mar',b'none',2.0,b'car',21.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
838,b'no checking',4.0,b'existing paid',b'furniture/equipment',601.0,b'<100',b'<1',1.0,b'female div/dep/mar',b'none',3.0,b'real estate',23.0,b'none',b'rent',1.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
839,b'<0',24.0,b'critical/other existing credit',b'used car',2957.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',63.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
840,b'no checking',24.0,b'critical/other existing credit',b'radio/tv',2611.0,b'<100',b'>=7',4.0,b'male mar/wid',b'co applicant',3.0,b'real estate',46.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
841,b'<0',36.0,b'existing paid',b'furniture/equipment',5179.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',2.0,b'life insurance',29.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
842,b'no checking',21.0,b'delayed previously',b'used car',2993.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',2.0,b'real estate',28.0,b'stores',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
843,b'no checking',18.0,b'existing paid',b'repairs',1943.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'real estate',23.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
844,b'no checking',24.0,b'all paid',b'business',1559.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',4.0,b'car',50.0,b'bank',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
845,b'no checking',18.0,b'existing paid',b'furniture/equipment',3422.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',47.0,b'bank',b'own',3.0,b'skilled',2.0,b'yes',b'yes',b'good'
846,b'0<=X<200',21.0,b'existing paid',b'furniture/equipment',3976.0,b'no known savings',b'4<=X<7',2.0,b'male single',b'none',3.0,b'car',35.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
847,b'no checking',18.0,b'existing paid',b'new car',6761.0,b'no known savings',b'1<=X<4',2.0,b'male single',b'none',4.0,b'car',68.0,b'none',b'rent',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
848,b'no checking',24.0,b'existing paid',b'new car',1249.0,b'<100',b'<1',4.0,b'male mar/wid',b'none',2.0,b'real estate',28.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
849,b'<0',9.0,b'existing paid',b'radio/tv',1364.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',4.0,b'real estate',59.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
850,b'<0',12.0,b'existing paid',b'radio/tv',709.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',57.0,b'stores',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
851,b'<0',20.0,b'critical/other existing credit',b'new car',2235.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'guarantor',2.0,b'life insurance',33.0,b'bank',b'rent',2.0,b'skilled',1.0,b'none',b'no',b'bad'
852,b'no checking',24.0,b'critical/other existing credit',b'used car',4042.0,b'no known savings',b'4<=X<7',3.0,b'male single',b'none',4.0,b'life insurance',43.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
853,b'no checking',15.0,b'critical/other existing credit',b'radio/tv',1471.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',4.0,b'no known property',35.0,b'none',b'for free',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
854,b'<0',18.0,b'all paid',b'new car',1442.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',4.0,b'no known property',32.0,b'none',b'for free',2.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
855,b'no checking',36.0,b'delayed previously',b'new car',10875.0,b'<100',b'>=7',2.0,b'male single',b'none',2.0,b'car',45.0,b'none',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
856,b'no checking',24.0,b'existing paid',b'new car',1474.0,b'100<=X<500',b'<1',4.0,b'male mar/wid',b'none',3.0,b'real estate',33.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
857,b'no checking',10.0,b'existing paid',b'retraining',894.0,b'no known savings',b'4<=X<7',4.0,b'female div/dep/mar',b'none',3.0,b'life insurance',40.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
858,b'no checking',15.0,b'critical/other existing credit',b'furniture/equipment',3343.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'no known property',28.0,b'none',b'for free',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
859,b'<0',15.0,b'existing paid',b'new car',3959.0,b'<100',b'1<=X<4',3.0,b'female div/dep/mar',b'none',2.0,b'life insurance',29.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
860,b'no checking',9.0,b'existing paid',b'new car',3577.0,b'100<=X<500',b'1<=X<4',1.0,b'male single',b'guarantor',2.0,b'real estate',26.0,b'none',b'rent',1.0,b'skilled',2.0,b'none',b'no',b'good'
861,b'no checking',24.0,b'critical/other existing credit',b'used car',5804.0,b'>=1000',b'1<=X<4',4.0,b'male single',b'none',2.0,b'real estate',27.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
862,b'no checking',18.0,b'delayed previously',b'business',2169.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'none',2.0,b'car',28.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
863,b'<0',24.0,b'existing paid',b'radio/tv',2439.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'real estate',35.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
864,b'no checking',27.0,b'critical/other existing credit',b'furniture/equipment',4526.0,b'>=1000',b'<1',4.0,b'male single',b'none',2.0,b'real estate',32.0,b'stores',b'own',2.0,b'unskilled resident',2.0,b'yes',b'yes',b'good'
865,b'no checking',10.0,b'existing paid',b'furniture/equipment',2210.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'real estate',25.0,b'bank',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
866,b'no checking',15.0,b'existing paid',b'furniture/equipment',2221.0,b'500<=X<1000',b'1<=X<4',2.0,b'female div/dep/mar',b'none',4.0,b'car',20.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
867,b'<0',18.0,b'existing paid',b'radio/tv',2389.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'car',27.0,b'stores',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
868,b'no checking',12.0,b'critical/other existing credit',b'furniture/equipment',3331.0,b'<100',b'>=7',2.0,b'male single',b'none',4.0,b'life insurance',42.0,b'stores',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
869,b'no checking',36.0,b'existing paid',b'business',7409.0,b'no known savings',b'>=7',3.0,b'male single',b'none',2.0,b'life insurance',37.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
870,b'<0',12.0,b'existing paid',b'furniture/equipment',652.0,b'<100',b'>=7',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',24.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
871,b'no checking',36.0,b'delayed previously',b'furniture/equipment',7678.0,b'500<=X<1000',b'4<=X<7',2.0,b'female div/dep/mar',b'none',4.0,b'car',40.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
872,b'>=200',6.0,b'critical/other existing credit',b'new car',1343.0,b'<100',b'>=7',1.0,b'male single',b'none',4.0,b'real estate',46.0,b'none',b'own',2.0,b'skilled',2.0,b'none',b'no',b'good'
873,b'<0',24.0,b'critical/other existing credit',b'business',1382.0,b'100<=X<500',b'4<=X<7',4.0,b'male single',b'none',1.0,b'real estate',26.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
874,b'no checking',15.0,b'existing paid',b'domestic appliance',874.0,b'no known savings',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'real estate',24.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
875,b'<0',12.0,b'existing paid',b'furniture/equipment',3590.0,b'<100',b'1<=X<4',2.0,b'male single',b'co applicant',2.0,b'life insurance',29.0,b'none',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
876,b'0<=X<200',11.0,b'critical/other existing credit',b'new car',1322.0,b'>=1000',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'car',40.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
877,b'<0',18.0,b'all paid',b'radio/tv',1940.0,b'<100',b'<1',3.0,b'male single',b'co applicant',4.0,b'no known property',36.0,b'bank',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
878,b'no checking',36.0,b'existing paid',b'radio/tv',3595.0,b'<100',b'>=7',4.0,b'male single',b'none',2.0,b'car',28.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
879,b'<0',9.0,b'existing paid',b'new car',1422.0,b'<100',b'<1',3.0,b'male single',b'none',2.0,b'no known property',27.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
880,b'no checking',30.0,b'critical/other existing credit',b'radio/tv',6742.0,b'no known savings',b'4<=X<7',2.0,b'male single',b'none',3.0,b'life insurance',36.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
881,b'no checking',24.0,b'existing paid',b'used car',7814.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',3.0,b'car',38.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
882,b'no checking',24.0,b'existing paid',b'used car',9277.0,b'no known savings',b'1<=X<4',2.0,b'male div/sep',b'none',4.0,b'no known property',48.0,b'none',b'for free',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
883,b'0<=X<200',30.0,b'critical/other existing credit',b'new car',2181.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',36.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
884,b'no checking',18.0,b'critical/other existing credit',b'radio/tv',1098.0,b'<100',b'unemployed',4.0,b'female div/dep/mar',b'none',4.0,b'car',65.0,b'none',b'own',2.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'good'
885,b'0<=X<200',24.0,b'existing paid',b'furniture/equipment',4057.0,b'<100',b'4<=X<7',3.0,b'male div/sep',b'none',3.0,b'car',43.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
886,b'<0',12.0,b'existing paid',b'education',795.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',53.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
887,b'0<=X<200',24.0,b'critical/other existing credit',b'business',2825.0,b'no known savings',b'4<=X<7',4.0,b'male single',b'none',3.0,b'no known property',34.0,b'none',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
888,b'0<=X<200',48.0,b'existing paid',b'business',15672.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'car',23.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
889,b'no checking',36.0,b'critical/other existing credit',b'new car',6614.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',34.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
890,b'no checking',28.0,b'all paid',b'used car',7824.0,b'no known savings',b'<1',3.0,b'male single',b'guarantor',4.0,b'real estate',40.0,b'bank',b'rent',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
891,b'<0',27.0,b'critical/other existing credit',b'business',2442.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',43.0,b'stores',b'own',4.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
